review_id,customer_id,product_id,order_id,rating,review_title,review_text,is_verified_purchase,created_at
445,818,33,1471,4,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2024-07-13 06:41:44+00
446,819,29,1473,4,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2025-04-10 20:11:40+00
447,823,27,1483,3,Okay for the price,"Nothing extraordinary, but perfectly fine for daily casual use.",TRUE,2025-06-17 16:07:29+00
448,823,36,1484,4,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2025-07-08 00:22:29+00
449,828,28,1490,5,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2024-10-31 08:04:43+00
450,828,30,1491,5,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2024-11-18 13:22:43+00
451,829,35,1492,2,Defective on arrival,Had to initiate a return immediately due to damaged hardware.,TRUE,2024-11-15 09:41:43+00
452,831,12,1495,1,Disappointed with build quality,Stopped functioning after 2 weeks. Expected better durability for the price.,TRUE,2025-12-17 18:28:24+00
453,831,28,1496,5,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2026-02-14 14:08:24+00
454,836,31,1502,5,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2024-12-12 14:32:24+00
455,837,20,1503,3,Okay for the price,"Nothing extraordinary, but perfectly fine for daily casual use.",TRUE,2025-05-24 04:42:34+00
456,842,32,1513,5,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2025-07-06 09:21:46+00
457,842,8,1516,5,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2025-10-17 07:14:46+00
458,843,36,1519,3,"Decent, does the job","Good product overall, though a bit heavier than I anticipated.",TRUE,2025-07-21 00:34:45+00
459,844,11,1521,5,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2024-07-27 07:10:42+00
460,845,37,1522,4,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2025-05-24 10:18:36+00
461,852,14,1533,1,Not what I expected,Colors did not match the product pictures online. Customer support was slow.,TRUE,2025-11-26 23:28:11+00
462,854,28,1537,1,Disappointed with build quality,Stopped functioning after 2 weeks. Expected better durability for the price.,TRUE,2024-04-14 22:44:11+00
463,854,37,1538,4,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2024-05-02 04:40:11+00
464,861,31,1548,5,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2025-05-02 01:28:45+00
465,862,7,1550,4,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2025-02-18 23:32:42+00
466,865,2,1557,1,Disappointed with build quality,Stopped functioning after 2 weeks. Expected better durability for the price.,TRUE,2024-05-09 05:28:58+00
467,868,4,1561,5,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2025-05-04 02:42:42+00
468,869,33,1563,5,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2025-08-05 15:39:58+00
469,873,9,1571,5,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2024-04-26 10:40:59+00
470,874,33,1574,4,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2024-08-30 19:08:20+00
471,874,16,1577,5,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2024-11-25 12:01:20+00
472,875,18,1579,5,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2025-08-14 00:54:08+00
473,877,4,1582,4,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2024-03-05 02:45:22+00
474,878,19,1583,4,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2024-02-07 01:23:09+00
475,878,28,1584,5,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2024-03-31 00:09:09+00
476,880,19,1588,4,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2025-07-03 03:28:45+00
477,881,25,1589,1,Not what I expected,Colors did not match the product pictures online. Customer support was slow.,TRUE,2024-04-21 21:17:03+00
478,885,30,1596,4,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2025-11-22 14:11:04+00
479,886,18,1597,3,Okay for the price,"Nothing extraordinary, but perfectly fine for daily casual use.",TRUE,2025-05-11 08:43:31+00
480,888,38,1600,4,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2024-10-12 19:52:10+00
481,892,37,1608,3,Average performance,Works as advertised but packaging was slightly dinged during transit.,TRUE,2024-04-01 16:22:49+00
482,892,14,1609,5,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2024-05-30 18:35:49+00
483,895,11,1615,2,Not what I expected,Colors did not match the product pictures online. Customer support was slow.,TRUE,2025-05-11 01:03:58+00
484,896,25,1616,5,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2024-10-16 13:28:00+00
485,897,18,1619,3,Average performance,Works as advertised but packaging was slightly dinged during transit.,TRUE,2025-05-17 14:25:17+00
486,902,1,1627,3,"Decent, does the job","Good product overall, though a bit heavier than I anticipated.",TRUE,2024-09-21 21:58:02+00
487,906,38,1632,4,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2025-08-18 16:54:59+00
488,907,29,1634,4,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2024-08-27 22:48:34+00
489,908,16,1636,4,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2024-02-02 08:31:37+00
490,908,3,1638,4,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2024-04-26 17:14:37+00
491,911,27,1643,3,Average performance,Works as advertised but packaging was slightly dinged during transit.,TRUE,2025-02-13 02:14:22+00
492,913,15,1645,4,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2025-04-06 23:05:20+00
493,915,13,1647,5,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2024-04-15 05:23:27+00
494,917,14,1650,5,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2024-12-05 13:33:32+00
495,924,26,1658,5,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2024-04-28 08:03:49+00
496,925,30,1659,4,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2025-01-06 13:23:31+00
497,926,17,1660,5,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2025-07-06 21:56:39+00
498,926,9,1661,4,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2025-08-20 04:03:39+00
499,928,17,1665,5,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2025-11-28 00:38:45+00
500,929,18,1668,2,Disappointed with build quality,Stopped functioning after 2 weeks. Expected better durability for the price.,TRUE,2025-06-16 20:30:18+00
501,930,8,1669,3,Okay for the price,"Nothing extraordinary, but perfectly fine for daily casual use.",TRUE,2024-01-17 06:09:06+00
502,932,20,1672,1,Not what I expected,Colors did not match the product pictures online. Customer support was slow.,TRUE,2025-11-11 22:03:02+00
503,933,5,1673,4,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2025-09-13 11:26:15+00
504,933,3,1674,4,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2025-10-18 16:47:15+00
505,935,34,1680,5,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2025-02-19 13:36:38+00
506,936,20,1682,4,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2025-11-21 04:22:03+00
507,938,4,1685,1,Defective on arrival,Had to initiate a return immediately due to damaged hardware.,TRUE,2025-04-10 07:40:02+00
508,943,6,1691,5,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2025-05-17 00:19:12+00
509,944,22,1693,5,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2025-02-04 15:50:22+00
510,944,35,1694,5,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2025-03-18 00:52:22+00
511,945,9,1696,4,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2025-08-30 00:40:47+00
512,945,24,1698,5,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2025-12-08 23:20:47+00
513,947,10,1700,2,Disappointed with build quality,Stopped functioning after 2 weeks. Expected better durability for the price.,TRUE,2024-03-09 06:50:09+00
514,947,35,1701,3,Okay for the price,"Nothing extraordinary, but perfectly fine for daily casual use.",TRUE,2024-04-10 13:10:09+00
515,949,28,1704,4,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2025-07-09 16:40:46+00
516,952,1,1709,4,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2024-12-15 03:11:52+00
517,957,16,1716,4,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2025-01-20 23:34:31+00
518,958,36,1719,2,Disappointed with build quality,Stopped functioning after 2 weeks. Expected better durability for the price.,TRUE,2024-07-22 11:28:59+00
519,962,5,1726,4,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2024-07-31 16:29:09+00
520,963,21,1727,4,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2024-04-29 14:22:22+00
521,964,27,1728,4,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2025-05-28 07:18:50+00
522,964,26,1729,4,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2025-07-24 15:19:50+00
523,968,3,1736,5,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2024-12-03 05:04:35+00
524,969,30,1737,5,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2024-12-13 14:59:00+00
525,970,33,1742,5,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2025-06-25 13:14:09+00
526,971,3,1744,5,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2024-12-23 08:31:23+00
527,974,37,1748,4,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2024-06-22 05:42:11+00
528,978,23,1754,2,Disappointed with build quality,Stopped functioning after 2 weeks. Expected better durability for the price.,TRUE,2024-04-16 05:43:31+00
529,981,28,1757,3,Average performance,Works as advertised but packaging was slightly dinged during transit.,TRUE,2024-05-01 05:26:34+00
530,981,35,1759,5,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2024-06-14 17:27:34+00
531,981,7,1761,4,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2024-08-04 17:26:34+00
532,982,28,1764,5,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2024-11-14 03:24:08+00
533,986,4,1768,5,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2024-11-26 03:49:30+00
534,986,4,1769,5,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2025-01-25 12:34:30+00
535,987,32,1772,2,Not what I expected,Colors did not match the product pictures online. Customer support was slow.,TRUE,2025-11-19 22:45:29+00
536,988,2,1774,4,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2024-10-11 10:30:02+00
537,988,5,1775,4,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2024-10-17 17:59:02+00
538,989,23,1776,3,"Decent, does the job","Good product overall, though a bit heavier than I anticipated.",TRUE,2025-10-14 11:10:03+00
539,990,10,1779,5,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2025-08-26 17:27:42+00
540,992,18,1782,3,Average performance,Works as advertised but packaging was slightly dinged during transit.,TRUE,2025-07-31 19:59:32+00
541,993,36,1785,4,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2024-04-24 10:23:44+00
542,995,38,1789,2,Defective on arrival,Had to initiate a return immediately due to damaged hardware.,TRUE,2024-02-15 18:15:26+00
543,995,38,1794,5,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2024-08-04 13:53:26+00
544,997,27,1796,5,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2024-08-03 18:40:48+00
545,1001,10,1802,5,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2025-10-02 16:48:45+00
546,1006,34,1809,4,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2024-03-06 20:31:44+00
547,1007,38,1812,3,"Decent, does the job","Good product overall, though a bit heavier than I anticipated.",TRUE,2024-06-06 07:44:00+00
548,1007,2,1813,4,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2024-07-28 10:01:00+00
549,1007,7,1815,5,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2024-11-04 00:37:00+00
550,1008,32,1816,1,Defective on arrival,Had to initiate a return immediately due to damaged hardware.,TRUE,2024-02-01 15:45:50+00
551,1010,32,1821,3,Average performance,Works as advertised but packaging was slightly dinged during transit.,TRUE,2024-04-17 13:27:45+00
552,1011,3,1822,3,"Decent, does the job","Good product overall, though a bit heavier than I anticipated.",TRUE,2024-07-17 00:38:02+00
553,1013,33,1828,5,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2024-03-03 19:53:43+00
554,1014,13,1832,5,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2024-01-29 20:06:36+00
555,1015,26,1834,3,Okay for the price,"Nothing extraordinary, but perfectly fine for daily casual use.",TRUE,2024-05-29 15:47:07+00
556,1019,13,1839,4,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2025-09-01 09:21:39+00
557,1020,17,1840,4,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2025-01-05 19:47:29+00
558,1020,1,1841,5,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2025-02-09 22:23:29+00
559,1021,8,1842,5,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2024-06-26 23:32:21+00
560,1023,31,1844,4,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2024-05-04 17:02:44+00
561,1025,13,1846,5,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2025-10-10 11:28:29+00
562,1027,26,1848,4,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2025-12-19 10:57:34+00
563,1029,30,1850,3,Okay for the price,"Nothing extraordinary, but perfectly fine for daily casual use.",TRUE,2025-09-01 22:17:18+00
564,1032,36,1853,4,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2025-02-06 10:11:57+00
565,1034,20,1859,4,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2024-12-21 15:22:13+00
566,1038,14,1864,4,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2024-03-12 04:35:34+00
567,1042,1,1872,5,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2024-07-30 17:19:52+00
568,1043,36,1875,4,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2024-06-08 14:22:23+00
569,1049,31,1882,1,Not what I expected,Colors did not match the product pictures online. Customer support was slow.,TRUE,2024-11-03 23:56:01+00
570,1052,36,1886,3,Average performance,Works as advertised but packaging was slightly dinged during transit.,TRUE,2024-05-14 01:31:36+00
571,1052,19,1887,5,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2024-05-22 20:04:36+00
572,1053,6,1888,5,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2025-07-24 20:23:46+00
573,1053,37,1889,5,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2025-08-22 01:31:46+00
574,1058,17,1898,5,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2024-05-30 22:57:09+00
575,1060,25,1901,5,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2024-12-16 12:17:38+00
576,1061,24,1902,5,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2025-02-17 00:17:29+00
577,1061,34,1903,5,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2025-03-20 09:30:29+00
578,1064,28,1906,4,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2025-02-09 22:37:33+00
579,1065,13,1907,4,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2024-03-22 09:51:00+00
580,1067,38,1909,4,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2025-03-10 03:55:01+00
581,1067,22,1910,5,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2025-05-10 13:30:01+00
582,1073,35,1919,3,"Decent, does the job","Good product overall, though a bit heavier than I anticipated.",TRUE,2024-08-15 18:44:13+00
583,1075,7,1922,5,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2024-08-03 02:02:50+00
584,1076,29,1930,5,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2025-04-19 23:28:04+00
585,1078,26,1934,3,Average performance,Works as advertised but packaging was slightly dinged during transit.,TRUE,2025-06-08 22:39:24+00
586,1078,22,1935,3,Average performance,Works as advertised but packaging was slightly dinged during transit.,TRUE,2025-06-24 05:42:24+00
587,1082,5,1940,5,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2025-11-06 14:32:05+00
588,1086,28,1946,5,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2024-03-23 14:47:54+00
589,1087,17,1947,5,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2025-02-01 10:21:59+00
590,1090,26,1951,2,Disappointed with build quality,Stopped functioning after 2 weeks. Expected better durability for the price.,TRUE,2024-10-30 19:31:31+00
591,1095,23,1958,4,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2025-04-21 13:58:29+00
592,1095,26,1959,2,Not what I expected,Colors did not match the product pictures online. Customer support was slow.,TRUE,2025-04-24 13:24:29+00
593,1097,38,1961,5,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2025-06-20 15:37:21+00
594,1101,17,1967,4,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2024-06-03 04:58:16+00
595,1101,35,1969,5,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2024-09-10 23:41:16+00
596,1106,35,1978,3,Average performance,Works as advertised but packaging was slightly dinged during transit.,TRUE,2024-05-06 13:26:08+00
597,1111,24,1987,5,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2024-04-17 00:22:31+00
598,1112,13,1988,4,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2024-11-01 14:29:56+00
599,1113,14,1989,4,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2025-04-28 05:31:11+00
600,1114,25,1990,5,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2025-03-14 03:37:17+00
601,1115,19,1993,5,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2024-06-13 03:17:20+00
602,1117,11,1996,4,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2025-04-09 17:11:45+00
603,1117,21,1997,4,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2025-06-09 04:01:45+00
604,1119,5,2003,3,"Decent, does the job","Good product overall, though a bit heavier than I anticipated.",TRUE,2024-06-13 03:05:23+00
605,1124,36,2008,3,Okay for the price,"Nothing extraordinary, but perfectly fine for daily casual use.",TRUE,2024-08-22 20:51:45+00
606,1125,10,2010,5,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2024-09-28 00:12:41+00
607,1130,19,2016,5,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2025-08-16 03:06:37+00
608,1131,24,2018,5,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2025-09-11 21:48:59+00
609,1134,16,2022,4,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2024-02-21 14:25:19+00
610,1134,3,2023,1,Defective on arrival,Had to initiate a return immediately due to damaged hardware.,TRUE,2024-04-17 13:18:19+00
611,1134,21,2027,1,Disappointed with build quality,Stopped functioning after 2 weeks. Expected better durability for the price.,TRUE,2024-09-03 03:50:19+00
612,1135,7,2029,5,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2024-02-09 16:41:31+00
613,1136,10,2030,4,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2025-07-04 10:18:59+00
614,1138,9,2034,5,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2024-09-30 22:52:44+00
615,1146,25,2049,4,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2025-12-16 03:22:32+00
616,1146,12,2050,5,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2026-01-31 07:31:32+00
617,1148,11,2053,5,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2025-07-28 22:10:35+00
618,1149,6,2054,5,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2024-07-24 09:03:05+00
619,1149,26,2056,5,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2024-11-10 19:01:05+00
620,1150,3,2057,3,Okay for the price,"Nothing extraordinary, but perfectly fine for daily casual use.",TRUE,2025-08-20 12:56:39+00
621,1151,13,2059,5,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2024-06-01 09:05:02+00
622,1152,2,2060,2,Not what I expected,Colors did not match the product pictures online. Customer support was slow.,TRUE,2025-07-06 21:07:14+00
623,1152,27,2062,4,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2025-09-09 14:16:14+00
624,1153,8,2065,5,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2024-10-14 02:46:01+00
625,1153,14,2067,4,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2025-01-05 12:59:01+00
626,1156,14,2073,5,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2024-03-24 06:33:25+00
627,1157,4,2074,5,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2025-05-04 17:44:04+00
628,1157,21,2075,2,Defective on arrival,Had to initiate a return immediately due to damaged hardware.,TRUE,2025-06-25 20:47:04+00
629,1158,9,2077,5,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2025-04-03 20:47:31+00
630,1159,15,2079,1,Not what I expected,Colors did not match the product pictures online. Customer support was slow.,TRUE,2024-03-13 19:09:17+00
631,1160,6,2081,5,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2025-08-12 14:19:20+00
632,1161,13,2082,3,Okay for the price,"Nothing extraordinary, but perfectly fine for daily casual use.",TRUE,2024-05-18 17:34:56+00
633,1164,8,2085,4,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2024-12-19 17:44:06+00
634,1175,26,2100,5,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2024-05-09 12:12:25+00
635,1176,17,2101,5,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2024-10-22 17:52:48+00
636,1182,17,2113,5,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2025-07-27 13:02:04+00
637,1184,22,2117,4,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2024-07-06 02:40:43+00
638,1184,36,2118,3,"Decent, does the job","Good product overall, though a bit heavier than I anticipated.",TRUE,2024-08-10 13:25:43+00
639,1186,14,2121,4,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2025-09-14 23:27:46+00
640,1189,26,2124,1,Disappointed with build quality,Stopped functioning after 2 weeks. Expected better durability for the price.,TRUE,2025-02-26 15:49:19+00
641,1191,9,2127,5,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2025-09-09 08:24:28+00
642,1192,1,2130,4,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2024-01-24 23:44:08+00
643,1197,9,2138,4,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2025-07-01 16:16:44+00
644,1198,19,2139,1,Defective on arrival,Had to initiate a return immediately due to damaged hardware.,TRUE,2025-09-14 22:21:24+00
645,1199,37,2140,5,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2025-09-27 20:28:09+00
